"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"1/29/2018","Starbucks","STARBUCKS STORE 00775 PHILADELPHIA PA","0.54","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"1/29/2018","Local 44","LOCAL 44 PHILADELPHIA PA","54.34","debit","Gifts & Donations","Costco Anywhere Visa® Card by Citi","",""
"1/29/2018","Continental","CONTINENTAL MIDTOWN PHILADELPHIA PA","46.40","debit","Air Travel","Costco Anywhere Visa® Card by Citi","",""
"1/29/2018","Transfer to CREDIT CARD","CHASE CREDIT CRDEPAY      180127","6.31","debit","Credit Card Payment","eChecking","",""
"1/28/2018","Spread Bagelry LLC","SPREAD BAGELRY PHILADELPHIA PA","8.63","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"1/28/2018","Spotify","Spotify USA 646-8375380 NY","4.99","debit","Music","Costco Anywhere Visa® Card by Citi","",""
"1/27/2018","City Diner Pa","CITY DINER 215-3833330 PA","19.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"1/27/2018","Bb Pmg","BB *PMG PHILADELPHI PA","9.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"1/27/2018","Saxbys Coffee","SAXBYS COFFEE - 1068 PHILADELPHIA PA","4.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"1/27/2018","Fresh Grocer","FRESHGROCERWALNUTST S1 PHILADELPHIA PA","19.43","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"1/26/2018","Au Bon Pain","NORTHSTRN AUBONPAIN 14 BOSTON MA","3.94","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"1/26/2018","Boston Beer Works","BOSTON BEER WORKS PIER B BOSTON MA","36.04","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"1/26/2018","Mbta Mass Ave","MBTA MASS AVE BOSTON MA","4.50","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"1/25/2018","Qdoba Mexican Grill","QDOBA 2207 BOSTON MA","8.35","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"1/25/2018","Qdoba Mexican Grill","QDOBA 2207 BOSTON MA","8.35","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"1/24/2018","Chartwells","CHARTWELLS N21032842 BOSTON MA","2.79","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"1/24/2018","Nu Chart Sweet","NU CHART SWEET28259596 BOSTON MA","3.65","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"1/24/2018","Rebecca's Cafes Inc.","REBECCA'S CAFE INC BOSTON MA","1.55","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"1/24/2018","Tst Sebastians Cambridg","TST*SEBASTIANS CAMBRIDG CAMBRIDGE MA","2.41","debit","Parking","Costco Anywhere Visa® Card by Citi","",""
"1/23/2018","Mbta Ruggles Boston","MBTA RUGGLES BOSTON MA","4.50","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"1/23/2018","Anna Taqueria","ANNA'S TAQUERIA CAMBRIDGE MA","8.64","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"1/22/2018","Popeye's","NU CHARTPOPEYE28259612 BOSTON MA","5.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"1/22/2018","Rebecca's Cafes Inc.","REBECCA'S CAFE INC BOSTON MA","1.55","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"1/21/2018","Lyft","LYFT *RIDE SUN 9PM 8552800278 XXXX-XXXX-XXXX-1924","3.41","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"1/21/2018","Stop & Shop","STOP & SHOP 0075 JAMAICA PLAINMA","24.10","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"1/20/2018","Dnkn Donuts Mobile","DNKN DONUTS MOBILE AP CANTON XXXX-XXXX-XXXX-1924","10.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"1/20/2018","Dunkin Donuts","DUNKIN #350509 Q35 BOSTON MA","8.27","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"1/20/2018","Chartwells","CHARTWELLS N21032842 BOSTON MA","2.19","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"1/20/2018","Popeye's","NU CHARTPOPEYE28259612 BOSTON MA","5.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"1/19/2018","Wollastons Market","WOLLASTON'S MARINO BOSTON MA","7.99","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"1/19/2018","Wine & Spirits","HUNTINGTON WINE & SPIRIT BOSTON MA","46.26","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"1/19/2018","Nu Chart Sweet","NU CHART SWEET28259596 BOSTON MA","3.65","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"1/18/2018","Mbta Roxbury Xng","MBTA ROXBURY XNG ROXBURY MA","4.50","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"1/18/2018","Rasi Associates Inc","RASI ASSOCIATES IN BOSTON MA","25.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"1/18/2018","Amelia's Taqueria","AMELIA'S TAQUERIA II Boston MA","10.65","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"1/18/2018","Dunkin Donuts","DUNKIN #308236 Q35 BOSTON XXXX-XXXX-XXXX-1924","2.98","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"1/17/2018","Mbta Ruggles Boston","MBTA RUGGLES BOSTON MA","4.50","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"1/17/2018","Rebecca's Cafes Inc.","REBECCA'S CAFE INC BOSTON MA","1.55","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"1/17/2018","Primark Dwntwn Crossing","PRIMARK DWNTWN CROSSING BOSTON MA","12.00","debit","Clothing","Costco Anywhere Visa® Card by Citi","",""
"1/17/2018","Dnkn Donuts Mobile","DNKN DONUTS MOBILE AP CANTON XXXX-XXXX-XXXX-1924","10.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"1/17/2018","Chatime","SQ *CHATIME NEU BOSTON MA","5.88","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"1/17/2018","Roche Brothers","ROCHE BROTHERS121 BOSTON MA","4.37","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"1/16/2018","Stop & Shop","STOP & SHOP 0412 BOSTON MA","11.09","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"1/15/2018","Pho I Restaurant","PHO & I RESTAURANT 617-2620011 MA","9.58","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"1/15/2018","Wollastons Market","WOLLASTON'S MARINO BOSTON MA","2.03","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"1/15/2018","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","7.95","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"1/14/2018","Lyft","LYFT *RIDE SAT 7PM 8552800278 XXXX-XXXX-XXXX-1924","6.60","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"1/14/2018","Chartwells","CHARTWELLS N21032842 BOSTON MA","9.05","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"1/14/2018","Caffe Nero Burnham","CAFFE NERO 1009 BURNHAM BBOSTON MA","7.33","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"1/14/2018","Wollastons Market","WOLLASTON'S MARINO BOSTON MA","6.95","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"1/13/2018","Camilo Market","CAMILO MARKET JAMAICA PLAINMA","16.00","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"1/13/2018","Stop & Shop","STOP & SHOP 0075 JAMAICA PLAINMA","4.07","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"1/12/2018","Dnkn Donuts Mobile","DNKN DONUTS MOBILE AP CANTON XXXX-XXXX-XXXX-1924","10.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"1/12/2018","Stop & Shop","STOP & SHOP 0412 BOSTON MA","10.36","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"1/12/2018","Rasi Associates Inc","RASI ASSOCIATES IN BOSTON MA","25.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"1/12/2018","Savory Food Truck","SAVORY FOOD TRUCK WATERTOWN MA","7.50","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"1/12/2018","Mbta Copley Boston","MBTA COPLEY BOSTON MA","9.00","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"1/12/2018","Rebecca's Cafes Inc.","REBECCA'S CAFE INC BOSTON MA","3.10","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"1/12/2018","Odb Liquors","ODB LIQUORS BOSTON MA","9.99","debit","Business Services","Costco Anywhere Visa® Card by Citi","",""
"1/12/2018","Northeastern Unipayroll","NORTHEASTERN UNIPAYROLL   180110","1101.97","credit","Paycheck","eChecking","",""
"1/11/2018","Lyft","LYFT *RIDE WED 9PM 8552800278 XXXX-XXXX-XXXX-1924","4.49","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"1/11/2018","CVS","CVS/PHARMACY #01259 BOSTON MA","3.50","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"1/11/2018","Uno Chicago Grill","UNOCHICAGOGRILL#218 BOSTON MA","6.87","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"1/11/2018","Northeastern University","NORTHEASTERN UNIVERSITY BOSTON MA","100.00","debit","Education","Costco Anywhere Visa® Card by Citi","",""
"1/10/2018","Walgreens","WALGREENS #4072 ROXBURY MA","8.08","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"1/10/2018","Wollaston's West Village","WOLLASTON'S WEST VI BOSTON MA","2.73","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"1/09/2018","Stop & Shop","STOP & SHOP 0075 JAMAICA PLAIXXXX-XXXX-XXXX-1924","47.29","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"1/09/2018","Dunkin Donuts","DUNKIN #339117 Q35 BOSTON MA","4.76","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"1/09/2018","Tst B Good","TST* B.GOOD - HUNTINGTON BOSTON MA","13.67","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"1/09/2018","Chartwells","CHARTWELLS N21032842 BOSTON MA","2.20","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"1/08/2018","Crispy Dough Pizzeria","CRISPY DOUGH PIZZERIA INCBOSTON MA","6.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"1/08/2018","Citi Onlinepayment","CITI CARD ONLINEPAYMENT   180107","869.04","debit","Credit Card Payment","eChecking","",""
"1/08/2018","Venmo Cashout","VENMO           CASHOUT","21.18","credit","Income","eChecking","",""
"1/07/2018","Mbta Downtown Xng","MBTA DOWNTOWN XNG BOSTON MA","4.50","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"1/07/2018","Au Bon Pain","S STATION AUBONPAIN 51 BOSTON MA","5.12","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"1/07/2018","Lyft","LYFT *RIDE SAT 11PM 8552800278 XXXX-XXXX-XXXX-1924","5.42","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"1/07/2018","Cheesecake Factory","CHEESECAKE BOSTON BOSTON MA","63.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"1/07/2018","Kickstarter.com Ny","KICKSTARTER.COM 9292244943 NY","10.00","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"1/07/2018","Online Thank You","ONLINE PAYMENT, THANK YOU","869.04","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"1/07/2018","Dunkin Donuts","DUNKIN #350509 Q35 BOSTON MA","2.94","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"1/07/2018","USPS","USPS PO 2400790109 BOSTON MA","7.15","debit","Shipping","Costco Anywhere Visa® Card by Citi","",""
"1/06/2018","Amazon","AMAZON MKTPLACE PMTS WWW.WWW.AMAZON.COWA","20.99","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"1/06/2018","Musicnotes","MUSICNOTES.COM 800-944-4667 WI","5.50","debit","Music","Costco Anywhere Visa® Card by Citi","",""
"1/06/2018","Lyft","LYFT *RIDE SAT 7PM 8552800278 CA","5.18","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"1/05/2018","Mbta Back Bay","MBTA BACK BAY BOSTON MA","4.50","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"1/05/2018","Rasi Associates Inc","RASI ASSOCIATES IN BOSTON MA","25.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"1/05/2018","E-ZPass","E-ZPass MA 877-6277745 MA","9.30","debit","Auto & Transport","Costco Anywhere Visa® Card by Citi","",""
"1/05/2018","Amazon","Amazon.com AMZN.COM/BILLWA","9.70","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"1/03/2018","Stop & Shop","STOP & SHOP 0412 BOSTON MA","49.29","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"1/03/2018","Pho I Restaurant","PHO & I RESTAURANT 617-2620011 MA","15.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"1/03/2018","Mbta Mass Ave","MBTA MASS AVE BOSTON MA","4.00","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"1/03/2018","Pavement Coffeehouse","SQ *PAVEMENT COFFEE BOSTON MA","3.21","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"1/03/2018","Verizon","VERIZON*ONETIMEPAY VERIZON.COM FL","226.26","debit","Home Phone","Costco Anywhere Visa® Card by Citi","",""
"1/03/2018","CVS","CVS/PHARMACY #01259 BOSTON MA","8.10","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"1/02/2018","Venmo","VENMO           PAYMENT","862.50","debit","Transfer","eChecking","",""
"1/02/2018","Venmo","VENMO           PAYMENT","27.83","debit","Transfer","eChecking","",""
"1/01/2018","Park Plaza Hotels","PARK PLAZA HOTEL BOSTO BOSTON MA","68.18","debit","Hotel","Costco Anywhere Visa® Card by Citi","",""
"12/31/2017","Lyft","LYFT *RIDE SUN 6PM 8552800278 CA","6.62","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"12/31/2017","Shun Kitchen","SHUN'S KITCHEN BOSTON MA","59.58","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"12/31/2017","Boston Park Plaza","BOSTON PARK PLAZA FB BOSTON MA","36.03","debit","Parking","Costco Anywhere Visa® Card by Citi","",""
"12/31/2017","Mbta Roxbury Xng","MBTA ROXBURY XNG ROXBURY MA","4.25","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"12/31/2017","Dividend","DIVIDEND","0.09","credit","Investments","Savings","",""
"12/30/2017","Lyft","LYFT *RIDE SAT 8PM 8552800278 CA","4.21","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"12/30/2017","Lyft","LYFT *RIDE SAT 9PM 8552800278 CA","6.60","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"12/30/2017","Lyft","LYFT *RIDE FRI 10PM 8552800278 CA","5.64","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"12/30/2017","Tst Club Cafe","TST* CLUB CAFE BOSTON MA","18.00","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"12/30/2017","The Puddingstone","THE PUDDINGSTONE TAVERN BOSTON MA","7.50","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"12/30/2017","Tst Club Cafe","TST* CLUB CAFE BOSTON MA","9.00","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"12/29/2017","Stop & Shop","STOP & SHOP 0412 BOSTON MA","18.80","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"12/29/2017","Amazon","Amazon.com AMZN.COM/BILLWA","31.86","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"12/29/2017","Rasi Associates Inc","RASI ASSOCIATES IN BOSTON MA","25.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"12/29/2017","Domino's Pizza","DOMINO'S 3724 617-541-3525 MA","30.58","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"12/29/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","8.49","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"12/29/2017","Kh & H Liquors Inc","KH&H LIQUORS #505 EVERETT MA","39.18","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"12/29/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","28.92","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"12/29/2017","Mbta Roxbury Xng","MBTA ROXBURY XNG ROXBURY MA","4.50","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"12/29/2017","Costco","COSTCO WHSE #0333 EVERETT MA","1.55","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"12/29/2017","CVS","CVS/PHARMACY #01217 BOSTON MA","11.88","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"12/28/2017","Stop & Shop","STOP & SHOP 0412 BOSTON MA","23.25","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"12/28/2017","Dnkn Donuts Mobile","DNKN DONUTS MOBILE AP CANTON MA","10.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"12/28/2017","Peet's Coffee","PEETS COFFEE & TEA BOSTON MA","7.02","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"12/28/2017","Spotify","Spotify USA 646-8375380 NY","4.99","debit","Music","Costco Anywhere Visa® Card by Citi","",""
"12/28/2017","Citi Onlinepayment","CITI CARD ONLINEPAYMENT   171227","798.94","debit","Credit Card Payment","eChecking","",""
"12/27/2017","United Tx","UNITED 0162601196148800-932-2732 TX","25.00","debit","Air Travel","Costco Anywhere Visa® Card by Citi","",""
"12/27/2017","Radio Room","RADIO ROOM PORTLAND OR","13.00","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"12/27/2017","United Tx","UNITED 0162601247773800-932-2732 TX","35.00","debit","Air Travel","Costco Anywhere Visa® Card by Citi","",""
"12/27/2017","Cafe Yumm","CAFE YUMM!- #100016 WILSONVILLE OR","13.95","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"12/27/2017","Online Thank You","ONLINE PAYMENT, THANK YOU","798.94","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"12/27/2017","Salt Straw","SQ *SALT & STRAW PORTLAND OR","4.60","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"12/23/2017","Shell","SHELL OIL 10014493000 CORVALLIS OR","33.01","debit","Gas & Fuel","Costco Anywhere Visa® Card by Citi","",""
"12/23/2017","Cafe Yumm","CAFE YUMM #100007 CORVALLIS OR","9.45","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"12/23/2017","Tried True So","SQ *TRIED & TRUE SO CORVALLIS OR","5.25","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"12/23/2017","Pp Dutchbrosc","PP*2DUTCHBROSC CORVALLIS OR","4.50","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"12/23/2017","Rogue Bayfront Pub","ROGUE BAYFRONT PUB NEWPORT OR","10.00","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"12/22/2017","The Human Bean","TST* THE HUMAN BEAN - WILWILSONVILLE OR","5.00","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"12/22/2017","Wilsonville Pub Wilsonville","WILSONVILLE PUB WILSONVILLE OR","5.55","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"12/22/2017","Hopworks Urban Brewery","HOPWORKS URBAN BREWERY PORTLAND OR","25.75","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"12/22/2017","Northeastern Unipayroll","NORTHEASTERN UNIPAYROLL   171219","1101.97","credit","Paycheck","eChecking","",""
"12/20/2017","North Face","THE NORTH FACE 74 WOODBURN OR","164.50","debit","Clothing","Costco Anywhere Visa® Card by Citi","",""
"12/20/2017","DMV","ODOT DMV 503 945 5000 WOODBURN OR","40.00","debit","Auto & Transport","Costco Anywhere Visa® Card by Citi","",""
"12/19/2017","Ua Inflt","UA INFLT 0162926954709HOUSTON TX","8.99","debit","Air Travel","Costco Anywhere Visa® Card by Citi","",""
"12/19/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","75.33","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"12/19/2017","C Caps Beer","C3 - CAPS BEER GARDEN NEWARK NJ","48.50","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"12/18/2017","United Tx","UNITED 0162600532712800-932-2732 TX","25.00","debit","Air Travel","Costco Anywhere Visa® Card by Citi","",""
"12/18/2017","Pho I Restaurant","PHO & I RESTAURANT 617-2620011 MA","9.58","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"12/18/2017","Peet's Coffee","PEETS COFFEE & TEA BOSTON MA","4.08","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
